"cargo","ciudad","link","empresa","fpublicacion"
"Técnico electrónico   - Casablanca en Valparaíso - M&R Consultores de Recursos Humanos Ltda.","Casablanca","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electronico--casablanca-en-casablanca-5CCF73E4978306CA","M&R Consultores de Recursos Humanos Ltda.","5 agosto"
"Ingeniero Administrador de Contrato - Central Termoeléctrica Ciclo Combinado en Valparaíso - Minig Solutions","Valparaíso","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-administrador-de-contrato-central-termoelectrica-ciclo-combinado-en-valparaiso-4DC1A78AB495BFE8","Minig Solutions","4 agosto"
"JEFE MANTENCIÓN MATRIZ CONCÓN - EMPRESA TRANSPORTE en Valparaíso - Empresas TAD","concón","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-mantencion-matriz-concon-en-concon-CBB8F351E6CA52E7","Empresas TAD","6 julio"
"Técnico en enfermería nivel superior ANTOFAGASTA - LUNES A VIERNES 16:00 A 01:00 400000 LIQUIDOS en Antofagasta - Grupo Norte Chile - Servicios de Aseo y Outsoursing","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-en-enfermeria-nivel-superior-antofagasta-lunes-a-viernes-1600-a-0100-400000-liquidos-en-antofagasta-BCBCB4A3BCAB1C1C","Grupo Norte Chile - Servicios de Aseo y Outsoursing","17 julio"
"Psicólogo/a - Orientador en Antofagasta - Servex","Calama","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-psicologoa-orientador-en-calama-9E047A08DD2FC5FB","Servex","22 julio"
"Técnicos Paramédicos en Antofagasta - Hospital Militar del Norte","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnicos-paramedicos-en-antofagasta-5C807B59EEB1C56B","Hospital Militar del Norte","22 julio"
"Prevencionista de riesgos en Libertador B. O Higgins - Transportes Abocentro Ldta","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-prevencionista-de-riesgos-en-rancagua-0B5AC5C821C1E25E","Transportes Abocentro Ldta","19 agosto"
"Ejecutivo de Atención de Beneficiarios - Rancagua en Libertador B. O Higgins - Isapre Fusat","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutivo-de-atencion-de-beneficiarios-rancagua-en-rancagua-75ED74F70DFBD353","Isapre Fusat","12 agosto"
"Ingeniero en prevención - calama en Antofagasta - Inser Transfield","Calama","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-en-prevencion-calama-en-calama-5D8149E73875AC3F","Inser Transfield","10 julio"
"Técnico Mecánico Palas - Antofagasta en Antofagasta - Finning Chile S.A","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-mecanico-palas-antofagasta-en-antofagasta-140111A3049B0D38","Finning Chile S.A","8 julio"
"Encargado Audiovisual en Antofagasta - Holding Educacional Magíster","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-audiovisual-en-antofagasta-79A51B87ABFE1C42","Holding Educacional Magíster","2 julio"
"Practicante Administrativo Operaciones Beneficios - Rancagua en Libertador B. O Higgins - Isapre Fusat","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-practicante-administrativo-operaciones-beneficios-rancagua-en-rancagua-8CE7ABFA6089DC97","Isapre Fusat","14 julio"
"lector de medidores en terreno  en Antofagasta -","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-lector-de-medidores-en-terreno--en-antofagasta-E14B3D7ABAF996B4","","27 julio"
"Recepcionista Hotelera - Antofagasta en Antofagasta - Recursos Más Humanos","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-hotelera-antofagasta-en-antofagasta-0D8AD6BC3CAB313E","Recursos Más Humanos","21 julio (actualizada)"
"Ingeniero de Procesos en Antofagasta - GSE LINING TECHNOLOGY CHILE S.A.","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ingeniero-de-procesos-en-antofagasta-A5DE5C4250110E85","GSE LINING TECHNOLOGY CHILE S.A.","14 julio"
"Vigilante Privado - Metro de Santiago en R.Metropolitana - People Group Consultores","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vigilante-privado-metro-de-santiago-en-santiago-centro-DB0E7C82E5B05089","People Group Consultores","Ayer, 11:54 am (actualizada)"
"Vigilantes privados CON O SIN experiencia  - Transporte de valores prestigiosa empresa en R.Metropolitana - People Group Consultores","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vigilantes-privados-con-o-sin-experiencia-600000-aprox-transporte-de-valores-prestigiosa-empresa-en-santiago-centro-A5C8E023D9832F03","People Group Consultores","Ayer, 11:55 am (actualizada)"
"Vigilante Privado - Metro de Santiago - CON O SIN Experiencia en R.Metropolitana - People Group Consultores","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vigilante-privado-metro-de-santiago-con-o-sin-experiencia-en-santiago-centro-1C9534C80C054DEF","People Group Consultores","Ayer, 11:55 am (actualizada)"
"¡Auxiliar Aseo diferentes comunas de Santiago! Hasta $300.000.- - Turnos fijos Mañana, tarde o Noche en R.Metropolitana - People Group Consultores","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-aseo-diferentes-comunas-de-santiago-hasta-300000-turnos-fijos-manana-tarde-o-noche-en-santiago-centro-CC66CCD8D361666F","People Group Consultores","Ayer, 11:55 am (actualizada)"
"Analista Programador Developer en R.Metropolitana - Selectiva S.A.","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-programador-developer-en-santiago-centro-5CF72710FD74D70A","Selectiva S.A.","Ayer, 11:59 am (actualizada)"
"Asistente Area Capacitación en R.Metropolitana - Selectiva S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-area-capacitacion-en-santiago-providencia-A083F714E7396F1D","Selectiva S.A.","Ayer, 11:59 am (actualizada)"
"Sales Manager Sector Hotelero en R.Metropolitana - Selectiva S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-sales-manager-sector-hotelero-en-santiago-providencia-E1E918257BF1CEC8","Selectiva S.A.","Ayer, 12:00 pm (actualizada)"
"Asistente de Area Administración - Empresa de Recursos Humanos en R.Metropolitana - Selectiva S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-de-area-administracion-empresa-de-recursos-humanos-en-santiago-providencia-DFF1BF9B083E2724","Selectiva S.A.","Ayer, 12:00 pm (actualizada)"
"Encargado de RRHH y Administración en R.Metropolitana - Ciclo Consultores","Santiago - Huechuraba","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-rrhh-y-administracion-en-santiago-huechuraba-977B8CE875324465","Ciclo Consultores","Ayer, 11:39 am"
"Vendedores vendedoras Tarjetas de Crédito - Viña del Mar en Valparaíso - PROMOCHILE S.A.","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedores-vendedoras-tarjetas-de-credito-vina-del-mar-en-vina-del-mar-6F739BCBEA9DF5CD","PROMOCHILE S.A.","Ayer, 11:39 am"
"Médico Veterinario - Laboratorio Diagnóstico área animales menores en R.Metropolitana - Empresa Farmacéutica Veterinaria","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-medico-veterinario-laboratorio-diagnostico-area-animales-menores-en-santiago-cerrillos-C726C77FE676C22C","Empresa Farmacéutica Veterinaria","Ayer, 11:39 am"
"Arquitecto Oracle SOA Suite en R.Metropolitana - Guadaltel Chile","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-arquitecto-oracle-soa-suite-en-santiago-centro-6E4C13B0E5171B31","Guadaltel Chile","Ayer, 11:39 am"
"Desarrollador/a Java  -  Oracle Spring Framework Angular JS o Nodejs en R.Metropolitana - Alaya Consultores Asociados","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladora-java--oracle-spring-framework-angular-js-o-nodejs-en-santiago-centro-CCAFF343EF73F141","Alaya Consultores Asociados","Ayer, 11:39 am (actualizada)"
"Desarrollador Java J2EE - JQuery ExTJS en R.Metropolitana - Alaya Consultores Asociados","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-java-j2ee-jquery-extjs-en-santiago-centro-DEBFA89487012BD0","Alaya Consultores Asociados","Ayer, 11:39 am (actualizada)"
"Desarrollador Scrum Master  - Proyectos ágiles en R.Metropolitana - Alaya Consultores Asociados","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-desarrollador-scrum-master--proyectos-agiles-en-santiago-centro-8CECE8B3C7CAA9FE","Alaya Consultores Asociados","Ayer, 11:39 am (actualizada)"
"Chef ejecutivo en Libertador B. O Higgins - Isar limitada","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-chef-ejecutivo-en-rancagua-0ED4DC187E9778FC","Isar limitada","Ayer, 11:40 am (actualizada)"
"Maestro Juntador de Chapa de Madera en R.Metropolitana - Importante empresa del sector retail","Santiago - Cerrillos","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-maestro-juntador-de-chapa-de-madera-en-santiago-cerrillos-0ABDB6836A89E3ED","Importante empresa del sector retail","Ayer, 11:40 am"
"Ayudante de Maquinista Enfierrador en R.Metropolitana - Comercial A&B Ltda.","Lampa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-maquinista-enfierrador-en-lampa-D2E7EE84D262B785","Comercial A&B Ltda.","Ayer, 11:40 am"
"Jefe de Bodega en R.Metropolitana - LORENZINI","Santiago - Macul","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-jefe-de-bodega-en-santiago-macul-F9FBC90D8D14D806","LORENZINI","Ayer, 11:40 am"
"Auxiliar Administrativo - Junior en R.Metropolitana - Importante empresa del sector retail","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auxiliar-administrativo-junior-en-santiago-centro-23B50D75C3A1D1BE","Importante empresa del sector retail","Ayer, 11:40 am"
"Práctica Técnico Social - Defensoría Penal Pública  en R.Metropolitana - Defensoría Penal Pública","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-practica-tecnico-social-defensoria-penal-publica--en-santiago-centro-C58C550E38A3397D","Defensoría Penal Pública","Ayer, 11:40 am"
"Secretaria Recepcionista  - Las Condes en R.Metropolitana - Impulsando Consultores","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-secretaria-recepcionista--las-condes-en-santiago-las-condes-6ED5D9BB276B8197","Impulsando Consultores","Ayer, 11:40 am"
"Especialista para Área de Experiencia de Clientes en R.Metropolitana - DirecTV Chile Televisión","Santiago - Vitacura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-especialista-para-area-de-experiencia-de-clientes-en-santiago-vitacura-B9A9E4D1541DE1CA","DirecTV Chile Televisión","Ayer, 11:40 am"
"Asistente contabilidad - Experiencia en conciliaciones bancarias y software contable en Valparaíso - DIVING SERVICE","Valparaíso","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-asistente-contabilidad-experiencia-en-conciliaciones-bancarias-y-software-contable-en-valparaiso-F0000F32D055EEF9","DIVING SERVICE","Ayer, 11:40 am"
"Arquitecto/a en Atacama - Movic Construccion","Diego de Almagro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-arquitectoa-en-diego-de-almagro-C76B78063F3569DF","Movic Construccion","Ayer, 11:40 am"
"Técnico eléctrico en R.Metropolitana - Mantenciones Cirigliano","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-electrico-en-santiago-centro-83A621C505D5D907","Mantenciones Cirigliano","Ayer, 11:40 am"
"Practica Profesional en Prevencion de Riesgos en R.Metropolitana - Constructora CPI Ltda.","Santiago - Ñuñoa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-practica-profesional-en-prevencion-de-riesgos-en-santiago-nunoa-3603FAA841EB2FD1","Constructora CPI Ltda.","Ayer, 11:40 am"
"Chofer  Clase B en R.Metropolitana - Dimacofi","Santiago - conchalí","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-chofer-clase-b-en-santiago-conchali-3FA2E38D39BC8131","Dimacofi","Ayer, 11:40 am"
"Maestro/a eléctrico Capachero en R.Metropolitana - Ahimco Ingenieria y Construccion S.A.","Santiago - Quinta Normal","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-maestroa-electrico-capachero-en-santiago-quinta-normal-9F482DE19311EE2E","Ahimco Ingenieria y Construccion S.A.","Ayer, 11:40 am"
"Desarrollador/a de software en R.Metropolitana - POSITION","Santiago - Las condes","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-desarrolladora-de-software-en-santiago-las-condes-69AB949E6845751F","POSITION","Ayer, 11:40 am"
"Secretaria Recepcionista Contable en R.Metropolitana - Protab S.A.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-secretaria-recepcionista-contable-en-santiago-providencia-C69864C51C7ACA8A","Protab S.A.","Ayer, 11:40 am"
"Relator/a en Araucanía - Kimkelen Capacitaciones","Temuco","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-relatora-en-temuco-18BA2D134C7491B4","Kimkelen Capacitaciones","Ayer, 11:40 am"
"Técnico de Mantenimiento - Técnico Nivel Medio. en Libertador B. O Higgins - Chesta S.A","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-tecnico-de-mantenimiento-tecnico-nivel-medio-en-rancagua-127641298CD0318F","Chesta S.A","Ayer, 11:40 am"
"Recepcionista administrativa en R.Metropolitana - .Ingenieria en Automatizacion y Control Ltda","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-recepcionista-administrativa-en-santiago-centro-07D55AA7EF9FB6CF",".Ingenieria en Automatizacion y Control Ltda","Ayer, 11:40 am"
"vendedor/a en R.Metropolitana - INDUSTRIAL Y COMERCIAL OPERA GROUP","Santiago - Recoleta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-vendedora-en-santiago-recoleta-DB0021933D043FD7","INDUSTRIAL Y COMERCIAL OPERA GROUP","Ayer, 11:40 am"
"Soldador/a - Con experiencia en R.Metropolitana - ingenieria y servicios difamet ltda","Santiago - Macul","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-soldadora-con-experiencia-en-santiago-macul-159702013D00411D","ingenieria y servicios difamet ltda","Ayer, 11:40 am"
"urgente operarios de bodega quilicura  - turno tarde  en R.Metropolitana - Xinergia Laboral","Santiago - Quilicura","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-urgente-operarios-de-bodega-quilicura--turno-tarde--en-santiago-quilicura-54859BA26FE47DE4","Xinergia Laboral","Ayer, 11:40 am"
"Operario de patio en Bíobío - Randstad Chile","Talcahuano","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-patio-en-talcahuano-061A6315AD226698","Randstad Chile","Ayer, 11:40 am"
"Ejecutiva de Cobranza - 45 Horas semanales en R.Metropolitana - Acofk","Santiago Centro","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ejecutiva-de-cobranza-45-horas-semanales-en-santiago-centro-0966A2C9BF04C902","Acofk","Ayer, 11:40 am"
"Operario de producción y aseo  - planta  metal mecanica  en R.Metropolitana - Almarza","Santiago - San Joaquín","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-operario-de-produccion-y-aseo--planta-metal-mecanica--en-santiago-san-joaquin-E443A04678FC85AB","Almarza","Ayer, 11:40 am"
"Bartender en R.Metropolitana - don gaviota","Santiago - Recoleta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-bartender-en-santiago-recoleta-3C62A1CC9F2FFEB9","don gaviota","Ayer, 11:40 am"
"Garzón  jefe de salón en Libertador B. O Higgins - Isar limitada","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-garzon-jefe-de-salon-en-rancagua-7E01B6AAC9805036","Isar limitada","18 agosto"
"Cocineros - Turnos rotativos en Libertador B. O Higgins - Sanguchazo Rancagua","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-cocineros-turnos-rotativos-en-rancagua-326F0789739C41E7","Sanguchazo Rancagua","25 agosto"
"Supervisora Housekeeping en Libertador B. O Higgins - OPENNING CHILE SpA","Rancagua","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-supervisora-housekeeping-en-rancagua-CCFA2350939CA2CC","OPENNING CHILE SpA","6 julio"
"auditor/a - Conocimiento sistema Softland en Antofagasta - Diócesis San Juan Baustista de Calama","Calama","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-auditora-conocimiento-sistema-softland-en-calama-25E78CD0D1A2E731","Diócesis San Juan Baustista de Calama","Ayer, 11:40 am"
"Ayudantes de patio - Zona Norte en Antofagasta - Workmate","Antofagasta","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ayudantes-de-patio-zona-norte-en-antofagasta-BB6D6BBEBAFC0097","Workmate","Ayer, 11:40 am"
"Analista Desarrollador Programador en R.Metropolitana - Clicksolutions","Santiago - La Reina","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-desarrollador-programador-en-santiago-la-reina-F5CD7E11F858F019","Clicksolutions","Ayer, 11:40 am"
"Práctica o Pasantía en Psicología Organizacional en R.Metropolitana - Ecolider Capacitacion para el Factor Humano Limitada.","Santiago - Providencia","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-practica-o-pasantia-en-psicologia-organizacional-en-santiago-providencia-110F4535AF9FC7C4","Ecolider Capacitacion para el Factor Humano Limitada.","Ayer, 11:40 am"
"accesora de ventas en R.Metropolitana - EJEHSA chile SA","Santiago - Ñuñoa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-accesora-de-ventas-en-santiago-nunoa-C47DE94CC377B3B7","EJEHSA chile SA","Ayer, 11:40 am"
"Analista Base de Datos SQL  - Viña del Mar, Chile  en Valparaíso - Evalueserve Chile SA","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-analista-base-de-datos-sql--vina-del-mar-chile--en-vina-del-mar-937D6867D5AAC36F","Evalueserve Chile SA","21 julio"
"ENCARGADO DE TRAMITACIONES en Valparaíso - Estudio Contable Lincoyan Vega","Viña del Mar","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-encargado-de-tramitaciones-en-vina-del-mar-B3824153535F72C4","Estudio Contable Lincoyan Vega","20 julio"
"Ayudante de Contabilidad en Valparaíso - Comercial Neumaval","Valparaíso","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-ayudante-de-contabilidad-en-valparaiso-16CEED8D26BF2271","Comercial Neumaval","15 julio"
"Se necesita cubicador de estructuras metalicas en R.Metropolitana - Maestranza Santiago SA","Lampa","http://www.computrabajo.cl/ofertas-de-trabajo/oferta-de-trabajo-de-se-necesita-cubicador-de-estructuras-metalicas-en-lampa-E03AED6690297934","Maestranza Santiago SA","7 julio"
